step_time,reward,total_stopped,total_wait_time,gneJ00_passed,gneJ9_passed
6116.0,-100,13,1116.0,2384,2248
6120.0,-100,17,1199.0,2386,2248
6124.0,-169,24,1313.0,2388,2249
6128.0,-256,27,1453.0,2388,2250
6132.0,-324,30,1627.0,2388,2250
6136.0,-361,33,1755.0,2388,2250
6140.0,-441,37,1924.0,2388,2250
6144.0,-484,36,1944.0,2388,2250
6148.0,-400,36,1940.0,2390,2252
6152.0,-256,33,1876.0,2393,2253
6156.0,-169,26,1661.0,2396,2254
6160.0,-64,17,1471.0,2398,2256
6164.0,-25,13,1408.0,2400,2260
6168.0,-16,10,1315.0,2400,2262
6172.0,-16,10,1231.0,2400,2265
6176.0,-49,7,1234.0,2401,2267
6180.0,-36,14,1327.0,2403,2267
6184.0,-121,16,1462.0,2405,2267
6188.0,-121,22,1602.0,2405,2267
6192.0,-225,25,1742.0,2405,2269
6196.0,-256,30,1907.0,2405,2269
6200.0,-289,35,2056.0,2405,2269
6204.0,-400,36,2194.0,2405,2269
6208.0,-441,42,2351.0,2405,2271
6212.0,-625,40,2190.0,2405,2272
6216.0,-576,36,2025.0,2407,2274
6220.0,-441,24,1851.0,2410,2277
6224.0,-196,18,1646.0,2412,2280
6228.0,-100,12,1398.0,2414,2281
6232.0,-49,7,1296.0,2418,2283
6236.0,-16,6,1175.0,2420,2283
6240.0,-4,12,1276.0,2422,2283
6244.0,-16,12,1337.0,2423,2283
6248.0,-25,16,1354.0,2423,2285
6252.0,-36,19,1488.0,2425,2287
6256.0,-64,26,1657.0,2426,2287
6260.0,-144,29,1849.0,2427,2287
6264.0,-196,34,1972.0,2427,2287
6268.0,-225,36,2061.0,2427,2288
6272.0,-289,42,2190.0,2428,2291
6276.0,-400,40,2059.0,2428,2292
6280.0,-400,26,1937.0,2431,2294
6284.0,-144,23,1643.0,2434,2297
6288.0,-144,15,1477.0,2436,2300
6292.0,-49,9,1142.0,2438,2302
6296.0,-25,8,1076.0,2441,2305
6300.0,-36,9,954.0,2444,2305
6304.0,-36,8,845.0,2446,2305
6308.0,-36,10,897.0,2448,2307
6312.0,-9,14,1038.0,2450,2308
6316.0,-25,17,1092.0,2451,2308
6320.0,-16,19,1190.0,2453,2308
6324.0,-16,22,1297.0,2454,2309
6328.0,-36,30,1425.0,2456,2309
6332.0,-100,32,1438.0,2456,2309
6336.0,-144,27,1454.0,2456,2311
6340.0,-196,29,1500.0,2456,2313
6344.0,-289,25,1481.0,2456,2316
6348.0,-361,22,1359.0,2456,2318
6352.0,-324,15,1323.0,2458,2318
6356.0,-144,16,1281.0,2460,2318
6360.0,-121,14,1234.0,2464,2318
6364.0,-36,12,1231.0,2465,2318
6368.0,-16,16,1340.0,2467,2320
6372.0,-9,22,1422.0,2467,2322
6376.0,-49,22,1509.0,2469,2322
6380.0,-36,28,1663.0,2469,2322
6384.0,-64,31,1808.0,2470,2323
6388.0,-100,32,1832.0,2470,2323
6392.0,-144,28,1816.0,2470,2325
6396.0,-196,31,1773.0,2470,2328
6400.0,-361,29,1727.0,2470,2331
6404.0,-361,29,1678.0,2470,2334
6408.0,-484,24,1644.0,2470,2336
6412.0,-361,19,1565.0,2472,2336
6416.0,-196,15,1549.0,2475,2336
6420.0,-81,15,1471.0,2477,2338
6424.0,-64,19,1375.0,2480,2339
6428.0,-64,20,1416.0,2483,2339
6432.0,-64,17,1410.0,2483,2339
6436.0,-16,23,1447.0,2485,2340
6440.0,-36,23,1491.0,2486,2341
6444.0,-16,25,1497.0,2488,2341
6448.0,-36,24,1502.0,2490,2343
6452.0,-100,27,1430.0,2490,2346
6456.0,-144,24,1449.0,2490,2349
6460.0,-225,21,1357.0,2490,2352
6464.0,-225,22,1438.0,2491,2354
6468.0,-324,22,1415.0,2491,2354
6472.0,-225,18,1304.0,2493,2354
6476.0,-144,16,1239.0,2497,2355
6480.0,-100,18,1151.0,2499,2357
6484.0,-64,15,1228.0,2501,2357
6488.0,-9,20,1361.0,2503,2358
6492.0,-25,21,1372.0,2503,2358
6496.0,-16,25,1450.0,2505,2361
6500.0,-49,31,1660.0,2505,2361
6504.0,-100,34,1830.0,2506,2361
6508.0,-121,35,1850.0,2507,2361
6512.0,-169,33,1828.0,2507,2363
6516.0,-225,33,1832.0,2508,2365
6520.0,-400,26,1671.0,2508,2368
6524.0,-289,18,1509.0,2510,2371
6528.0,-144,11,1381.0,2514,2371
6532.0,-36,12,1298.0,2516,2371
6536.0,-36,12,1342.0,2518,2371
6540.0,-9,14,1405.0,2519,2371
6544.0,-25,15,1511.0,2519,2373
6548.0,-16,21,1587.0,2521,2375
6552.0,-81,23,1735.0,2521,2375
6556.0,-64,32,1917.0,2521,2375
6560.0,-100,36,2015.0,2521,2375
6564.0,-121,39,2198.0,2521,2376
6568.0,-196,45,2368.0,2522,2377
6572.0,-289,43,2398.0,2522,2377
6576.0,-361,41,2423.0,2523,2379
6580.0,-484,39,2418.0,2523,2382
6584.0,-576,36,2340.0,2523,2385
6588.0,-576,29,2198.0,2524,2387
6592.0,-400,20,2157.0,2526,2387
6596.0,-196,15,2057.0,2528,2387
6600.0,-81,13,1913.0,2532,2387
6604.0,-36,14,1827.0,2534,2389
6608.0,-9,18,2024.0,2536,2390
6612.0,-25,19,2136.0,2537,2390
6616.0,-9,27,2270.0,2539,2391
6620.0,-64,29,2421.0,2539,2391
6624.0,-49,34,2592.0,2539,2391
6628.0,-81,41,2739.0,2539,2392
6632.0,-196,44,2950.0,2540,2394
6636.0,-225,44,2923.0,2540,2394
6640.0,-324,38,2811.0,2540,2396
6644.0,-256,29,2557.0,2542,2398
6648.0,-144,21,2229.0,2545,2401
6652.0,-64,12,1792.0,2548,2403
6656.0,-36,10,1773.0,2551,2405
6660.0,-36,11,1643.0,2554,2405
6664.0,-25,11,1630.0,2556,2405
6668.0,-25,14,1796.0,2558,2407
6672.0,-25,14,1826.0,2559,2407
6676.0,-4,15,1979.0,2562,2407
6680.0,-4,19,2014.0,2562,2407
6684.0,-16,22,2205.0,2562,2408
6688.0,-16,23,2101.0,2562,2408
6692.0,-4,23,2103.0,2564,2410
6696.0,-36,23,1930.0,2566,2412
6700.0,-64,26,1870.0,2566,2416
6704.0,-144,23,1920.0,2566,2417
6708.0,-169,22,2008.0,2566,2417
6712.0,-225,25,2111.0,2567,2417
6716.0,-324,30,2225.0,2567,2417
6720.0,-361,27,2201.0,2567,2417
6724.0,-225,25,2319.0,2569,2418
6728.0,-121,30,2265.0,2572,2421
6732.0,-100,32,2313.0,2574,2421
6736.0,-100,31,2419.0,2576,2421
6740.0,-25,31,2618.0,2578,2421
6744.0,-9,34,2641.0,2578,2421
6748.0,-25,33,2626.0,2579,2422
6752.0,-16,31,2513.0,2581,2423
6756.0,-25,29,2437.0,2582,2425
6760.0,-49,28,2346.0,2583,2428
6764.0,-121,26,2224.0,2583,2431
6768.0,-169,22,2208.0,2583,2433
6772.0,-196,22,2340.0,2584,2433
6776.0,-256,23,2403.0,2584,2433
6780.0,-289,23,2350.0,2584,2435
6784.0,-225,23,2419.0,2586,2436
6788.0,-121,25,2434.0,2588,2436
6792.0,-81,24,2392.0,2592,2436
6796.0,-49,27,2489.0,2592,2437
6800.0,-49,29,2662.0,2594,2438
6804.0,-9,28,2591.0,2595,2439
6808.0,-36,28,2485.0,2595,2441
6812.0,-81,26,2339.0,2595,2443
6816.0,-64,24,2275.0,2597,2445
6820.0,-121,24,2165.0,2598,2449
6824.0,-196,21,2203.0,2598,2451
6828.0,-225,20,2328.0,2599,2451
6832.0,-256,26,2419.0,2599,2451
6836.0,-361,28,2612.0,2599,2451
6840.0,-361,28,2704.0,2599,2451
6844.0,-361,31,2884.0,2599,2453
6848.0,-441,30,2857.0,2599,2455
6852.0,-289,27,2855.0,2601,2455
6856.0,-121,30,2824.0,2605,2455
6860.0,-100,29,2676.0,2607,2455
6864.0,-36,28,2592.0,2611,2456
6868.0,-9,31,2660.0,2613,2457
6872.0,-9,32,2555.0,2614,2457
6876.0,-25,26,2534.0,2614,2459
6880.0,-25,24,2375.0,2616,2463
6884.0,-49,21,2245.0,2617,2465
6888.0,-81,16,2235.0,2617,2468
6892.0,-100,16,2353.0,2617,2468
6896.0,-121,20,2483.0,2618,2468
6900.0,-144,19,2496.0,2618,2468
6904.0,-100,20,2569.0,2620,2468
6908.0,-100,22,2555.0,2622,2470
6912.0,-81,26,2580.0,2625,2471
6916.0,-64,23,2695.0,2626,2471
6920.0,-16,22,2742.0,2627,2471
6924.0,-9,29,2848.0,2627,2473
6928.0,-25,29,2783.0,2629,2474
6932.0,-49,30,2728.0,2630,2476
6936.0,-81,27,2571.0,2630,2479
6940.0,-121,26,2476.0,2631,2481
6944.0,-225,25,2645.0,2631,2483
6948.0,-324,24,2780.0,2631,2483
6952.0,-361,27,2857.0,2631,2483
6956.0,-400,25,2834.0,2631,2485
6960.0,-289,26,2806.0,2634,2486
6964.0,-169,27,2821.0,2636,2486
6968.0,-121,30,2683.0,2639,2486
6972.0,-121,28,2732.0,2641,2486
6976.0,-49,24,2787.0,2644,2487
6980.0,-4,29,2816.0,2645,2488
6984.0,-16,35,2929.0,2647,2489
6988.0,-36,36,3061.0,2648,2490
6992.0,-49,33,2966.0,2650,2491
6996.0,-64,29,2741.0,2651,2494
7000.0,-100,26,2534.0,2651,2497
7004.0,-121,20,2356.0,2651,2500
